formula,sg,kL,bulkmod,composition,density,vpa,packing fraction,PymatgenData minimum boiling_point,PymatgenData mean boiling_point,PymatgenData maximum boiling_point,PymatgenData minimum molar_volume,PymatgenData mean molar_volume,PymatgenData maximum molar_volume,MagpieData minimum FirstIonizationEnergy,MagpieData mean FirstIonizationEnergy,MagpieData maximum FirstIonizationEnergy,holder_mean::0 Average bond length,holder_mean::0 Average bond angle,MagpieData minimum Number,MagpieData maximum Number,MagpieData mean Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData mean MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData mean Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData mean Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData mean CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData mean Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData mean NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData mean NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData mean NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData mean NfValence,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData mean GSvolume_pa,PymatgenData minimum block,PymatgenData maximum block,PymatgenData mean block,PymatgenData minimum atomic_mass,PymatgenData maximum atomic_mass,PymatgenData mean atomic_mass,PymatgenData minimum atomic_radius,PymatgenData maximum atomic_radius,PymatgenData mean atomic_radius,cohesive energy (MP)
Cs1La1S2,166,2.3,35,Cs1 La1 S2,4.234694136,32.93289946,0.85825356,717.87,1530.685,3743,15.53,31.0975,70.94,3.893905,7.54770625,10.36001,3.320002357,0.792186901,16,57,36,5,88,48.5,301.59,1193,567.8275,1,16,9,3,6,4.5,105,244,165.25,0.79,2.58,1.7625,1,2,1.75,0,4,2,0,1,0.25,0,0,0,25.786875,115.765,51.0590625,1,3,2,32.065,138.90547,83.98523048,1,2.6,1.6375,5.081225378
Cs1Na1S1,129,1.03,20.9,Cs1 Na1 S1,3.336635097,31.18064369,1.092985682,717.87,939.29,1156,15.53,36.75,70.94,3.893905,6.464330333,10.36001,3.410104629,0.964304859,11,55,27.33333333,2,88,31.66666667,301.59,388.36,353.6066667,1,16,6,3,6,4,105,244,171.6666667,0.79,2.58,1.433333333,1,2,1.333333333,0,4,1.333333333,0,0,0,0,0,0,25.786875,115.765,56.93173611,1,2,1.333333333,22.98976928,132.9054519,62.65340706,1,2.6,1.8,2.96868342
Cs1S2Sb1,14,0.78,12.1,Cs1 S2 Sb1,3.786407951,34.95214389,0.677854039,717.87,1059.935,1860,15.53,30.0475,70.94,3.893905,8.30557875,10.36001,3.385217766,0.746737452,16,55,34.5,5,88,66.5,301.59,903.78,495.5225,1,16,12,3,6,4.25,105,244,148.25,0.79,2.58,2,1,2,1.75,0,4,2.75,0,10,2.5,0,0,0,25.786875,115.765,49.7246875,1,2,1.75,32.065,132.9054519,79.69886298,1,2.6,1.5125,3.545991188
Cs1S6Sb1,14,0.51,3.4,Cs1 S6 Sb1,2.827145674,32.82255004,0.424726934,717.87,888.9025,1860,15.53,22.78875,70.94,3.893905,9.332794375,10.36001,3.21909005,0.657487387,16,55,25.25,5,88,77.25,301.59,903.78,441.94125,1,16,14,3,6,3.625,105,244,126.625,0.79,2.58,2.29,1,2,1.875,0,4,3.375,0,10,1.25,0,0,0,25.786875,115.765,37.75578125,1,2,1.875,32.065,132.9054519,55.88193149,1,2.6,1.25625,3.736803361
Cs2Hg6S7,102,1.11,27.4,Cs2 Hg6 S7,6.400418612,29.29632206,0.594816159,629.88,712.8246667,944,14.09,22.342,70.94,3.893905,9.528858667,10.4375,3.072331675,0.696154389,16,80,46.8,5,88,70.13333333,234.32,388.36,315.1746667,1,16,12.4,3,6,4.6,105,244,134.3333333,0.79,2.58,2.109333333,1,2,1.866666667,0,4,1.866666667,0,10,4,0,14,5.6,25.23758621,115.765,37.56424282,1,3,2.266666667,32.065,200.59,112.9203936,1,2.6,1.413333333,2.394010753
Cs2S1,62,0.79,12,Cs2 S1,3.910644128,42.16138988,1.197249774,717.87,868.6233333,944,15.53,52.47,70.94,3.893905,6.049273333,10.36001,3.820500256,0.828906734,16,55,42,5,88,32.66666667,301.59,388.36,330.5133333,1,16,6,3,6,5,105,244,197.6666667,0.79,2.58,1.386666667,1,2,1.333333333,0,4,1.333333333,0,0,0,0,0,0,25.786875,115.765,85.77229167,1,2,1.333333333,32.065,132.9054519,99.29196793,1,2.6,2.066666667,2.768654458
Cs2S2,71,0.74,11.7,Cs2 S2,3.096558202,44.23296162,0.879558637,717.87,830.935,944,15.53,43.235,70.94,3.893905,7.1269575,10.36001,3.520042423,0.843748676,16,55,35.5,5,88,46.5,301.59,388.36,344.975,1,16,8.5,3,6,4.5,105,244,174.5,0.79,2.58,1.685,1,2,1.5,0,4,2,0,0,0,0,0,0,25.786875,115.765,70.7759375,1,2,1.5,32.065,132.9054519,82.48522595,1,2.6,1.8,3.26763672
Cs2S3,36,0.72,9.9,Cs2 S3,3.257549324,36.90657521,0.866028468,717.87,808.322,944,15.53,37.694,70.94,3.893905,7.773568,10.36001,3.477608848,0.782476145,16,55,31.6,5,88,54.8,301.59,388.36,353.652,1,16,10,3,6,4.2,105,244,160.6,0.79,2.58,1.864,1,2,1.6,0,4,2.4,0,0,0,0,0,0,25.786875,115.765,61.778125,1,2,1.6,32.065,132.9054519,72.40118076,1,2.6,1.64,3.455498304
Cs2S3Ti1,36,1.26,22.1,Cs2 S3 Ti1,3.530344968,32.13141942,0.888563112,717.87,1266.935,3560,10.64,33.185,70.94,3.893905,7.615993333,10.36001,3.253857055,0.784772858,16,55,30,5,88,52.83333333,301.59,1941,618.21,1,16,9,3,6,4.166666667,105,244,160.5,0.79,2.58,1.81,1,2,1.666666667,0,4,2,0,2,0.333333333,0,0,0,16.69,115.765,54.2634375,1,3,1.833333333,32.065,132.9054519,68.31215063,1,2.6,1.6,4.530894728
Cs2S4Zn3,72,1.31,26.8,Cs2 S4 Zn3,4.071186344,26.75203648,0.809564529,717.87,922.1644444,1180,9.16,25.72,70.94,3.893905,8.601160778,10.36001,3.031746045,0.704208187,16,55,29.33333333,5,88,63.22222222,301.59,692.68,470.5177778,1,16,11.33333333,3,6,4,105,244,141.5555556,0.79,2.58,1.872222222,1,2,1.777777778,0,4,1.777777778,0,10,3.333333333,0,0,0,13.96,115.765,41.83972222,1,3,2.111111111,32.065,132.9054519,65.58865598,1,2.6,1.472222222,3.236432924
Cs2S5,19,0.72,7,Cs2 S5,2.814827626,35.91264394,0.669037363,717.87,782.4785714,944,15.53,31.36142857,70.94,3.893905,8.512551429,10.36001,3.380341771,0.699206721,16,55,27.14285714,5,88,64.28571429,301.59,388.36,363.5685714,1,16,11.71428571,3,6,3.857142857,105,244,144.7142857,0.79,2.58,2.068571429,1,2,1.714285714,0,4,2.857142857,0,0,0,0,0,0,25.786875,115.765,51.49491071,1,2,1.714285714,32.065,132.9054519,60.87655769,1,2.6,1.457142857,3.628023367
Cs2S6Sn2,2,0.78,11.5,Cs2 S6 Sn2,3.500195584,33.00117547,0.599727715,717.87,1194.522,2875,15.53,26.764,70.94,3.893905,8.463571,10.36001,3.219557562,0.675568527,16,55,30.6,5,88,69.8,301.59,505.08,394.35,1,16,12.6,3,6,4,105,244,139.6,0.79,2.58,2.098,1,2,1.8,0,4,2.8,0,10,2,0,0,0,25.786875,115.765,45.282125,1,2,1.8,32.065,132.9054519,69.56209038,1,2.6,1.41,3.835599652
Cs2S8Sb4,2,0.5,4.9,Cs2 S8 Sb4,3.765028065,31.79827973,0.520771382,717.87,1076.497143,1860,15.53,24.20571429,70.94,3.893905,8.935817857,10.36001,3.265604847,0.716829403,16,55,31.57142857,5,88,75.28571429,301.59,903.78,523.2271429,1,16,13.57142857,3,6,4,105,244,134.5714286,0.79,2.58,2.172857143,1,2,1.857142857,0,4,3.142857143,0,10,2.857142857,0,0,0,25.786875,115.765,40.29035714,1,2,1.857142857,32.065,132.9054519,72.0979217,1,2.6,1.357142857,3.638013986
Cs3S4Sb1,62,0.81,11.1,Cs3 S4 Sb1,3.469457945,38.81197292,0.806425577,717.87,945.435,1860,15.53,36.64125,70.94,3.893905,7.716268125,10.36001,3.490562135,0.738683164,16,55,35,5,88,56.5,301.59,903.78,420.24875,1,16,10.25,3,6,4.375,105,244,161.375,0.79,2.58,1.8425,1,2,1.625,0,4,2.375,0,10,1.25,0,0,0,25.786875,115.765,60.2503125,1,2,1.625,32.065,132.9054519,81.09204446,1,2.6,1.65625,3.488765371
Cs3S4Ta1,62,0.83,13,Cs3 S4 Ta1,3.865737757,38.01136818,0.82341071,717.87,1429.31,5731,10.85,35.72375,70.94,3.893905,7.583915625,10.36001,3.446168963,0.746900618,16,73,37.75,5,88,51.875,301.59,3290,718.52625,1,16,9,3,6,4.5,105,244,165.25,0.79,2.58,1.77375,1,2,1.625,0,4,2,0,3,0.375,0,14,1.75,18.12,115.765,58.5703125,1,3,1.75,32.065,180.94788,88.49052946,1,2.6,1.65625,4.597736784
Cs4S14Ti3,15,1.06,13.9,Cs4 S14 Ti3,3.082650158,28.8352144,0.640113302,717.87,1166.960952,3560,10.64,25.38571429,70.94,3.893905,8.623815238,10.36001,3.121162403,0.735374903,16,55,24.28571429,5,88,65.76190476,301.59,1941,593.6380952,1,16,11.42857143,3,6,3.714285714,105,244,139.3333333,0.79,2.58,2.09047619,1,2,1.80952381,0,4,2.666666667,0,2,0.285714286,0,0,0,16.69,115.765,41.6260119,1,3,1.952380952,32.065,132.9054519,53.5301337,1,2.6,1.361904762,4.584194228
Cs4S14Zr3,15,0.95,12,Cs4 S14 Zr3,3.218967184,30.80926717,0.618130903,717.87,1327.246667,4682,14.02,25.86857143,70.94,3.893905,8.596069524,10.36001,3.208591134,0.732262541,16,55,26.85714286,5,88,65.9047619,301.59,2128,620.352381,1,16,11.42857143,3,6,3.857142857,105,244,141.4761905,0.79,2.58,2.06047619,1,2,1.80952381,0,4,2.666666667,0,2,0.285714286,0,0,0,23.195,115.765,42.55529762,1,3,1.952380952,32.065,132.9054519,59.72399084,1,2.6,1.383333333,4.807507148
Cs4S6Si2,12,0.82,11.3,Cs4 S6 Si2,3.085165527,34.99336907,0.787701632,717.87,1202.435,3173,12.06,33.42166667,70.94,3.893905,7.836586667,10.36001,3.223588443,0.689698611,14,55,28.66666667,5,88,58.66666667,301.59,1687,575.8766667,1,16,10.66666667,3,6,4,105,244,152.3333333,0.79,2.58,1.87,1,2,1.666666667,0,4,2.333333333,0,0,0,0,0,0,20.44,115.765,54.8884375,1,2,1.666666667,28.0855,132.9054519,65.01523397,1,2.6,1.55,4.114878778
Cs6S27Ti6,146,0.88,8.9,Cs6 S27 Ti6,2.854720567,29.08990372,0.549837993,717.87,1189.91,3560,10.64,23.30230769,70.94,3.893905,8.821856923,10.36001,3.125477696,0.737658047,16,55,22.92307692,5,88,68.30769231,301.59,1941,613.8784615,1,16,11.84615385,3,6,3.615384615,105,244,134.8461538,0.79,2.58,2.144615385,1,2,1.846153846,0,4,2.769230769,0,2,0.307692308,0,0,0,16.69,115.765,38.23014423,1,3,2,32.065,132.9054519,50.0099926,1,2.6,1.307692308,4.677129445
CsBr,225,0.94,6,Cs1 Br1,3.485262633,50.69609465,0.78894443,332,638,944,19.78,45.36,70.94,3.893905,7.8538525,11.8138,3.701049,1.570796327,35,55,45,5,95,50,265.8,301.59,283.695,1,17,9,4,6,5,120,244,182,0.79,2.96,1.875,1,2,1.5,0,5,2.5,0,10,5,0,0,0,29.48,115.765,72.6225,1,2,1.5,79.904,132.9054519,106.404726,1.15,2.6,1.875,2.873685545
CsCl,225,1,12,Cs1 Cl1,3.175106447,44.02463212,0.883720807,239.11,591.555,944,17.39,44.165,70.94,3.893905,8.4307675,12.96763,3.531007,1.570796327,17,55,36,5,94,49.5,171.6,301.59,236.595,1,17,9,3,6,4.5,102,244,173,0.79,3.16,1.975,1,2,1.5,0,5,2.5,0,0,0,0,0,0,24.4975,115.765,70.13125,1,2,1.5,35.453,132.9054519,84.17922595,1,2.6,1.8,3.122755275
CsI,225,1.1,7,Cs1 I1,3.554949583,60.67941543,0.701359896,457.4,700.7,944,25.72,48.33,70.94,3.893905,7.1725825,10.45126,3.929589,1.570796327,53,55,54,5,96,50.5,301.59,386.85,344.22,1,17,9,5,6,5.5,139,244,191.5,0.79,2.66,1.725,1,2,1.5,0,5,2.5,0,10,5,0,0,0,43.015,115.765,79.39,1,2,1.5,126.90447,132.9054519,129.904961,1.4,2.6,2,2.593334785
Cu1Fe1S2,122,10.13,70.1,Cu1 Fe1 S2,4.300865714,17.71409585,0.425898331,717.87,1942.435,3200,7.09,11.315,15.53,7.72638,9.0872,10.36001,2.429048238,0.574775777,16,29,21.75,55,88,73.75,388.36,1811,986.3725,8,16,12.75,3,4,3.5,105,132,118.5,1.83,2.58,2.2225,1,2,1.75,0,4,2,0,10,4,0,0,0,10.73,25.786875,18.3434375,2,3,2.5,32.065,63.546,45.88025,1,1.4,1.1875,4.356519263
Cu1Fe1Se2,112,1.74,31,Cu1 Fe1 Se2,5.496690196,20.94377401,0.412309735,958,2062.5,3200,7.09,11.76,16.42,7.72638,8.78339,9.75239,2.723644357,0.689227221,26,34,30.75,55,89,74.25,494,1811,1039.1925,8,16,12.75,4,4,4,120,132,126,1.83,2.55,2.2075,1,2,1.75,0,4,2,6,10,9,0,0,0,10.73,25.92,18.41,2,3,2.5,55.845,78.96,69.32775,1.15,1.4,1.2625,3.635543166
Cu1Fe2In1Se4,121,5.14,51.1,Cu1 Fe2 In1 Se4,5.240168069,23.99996155,0.387370994,958,1955.625,3200,7.09,12.84125,16.42,5.78636,8.5408875,9.75239,2.689124927,0.596152626,26,49,33.25,55,89,75.625,429.75,1811,923.19,8,16,13,4,5,4.125,120,142,127.25,1.78,2.55,2.1925,1,2,1.875,0,4,2.125,6,10,9,0,0,0,10.73,25.92,20.05875,2,3,2.375,55.845,114.818,75.73675,1.15,1.55,1.2875,3.566337521
Cu1Fe2S3,62,3.95,57.8,Cu1 Fe2 S3,5.44910763,13.78579791,0.554440716,717.87,1936.935,3200,7.09,11.31333333,15.53,7.72638,9.101868333,10.36001,2.518628651,0.766740928,16,29,21.5,55,88,73,388.36,1811,1024.141667,8,16,12.5,3,4,3.5,105,132,118.5,1.83,2.58,2.216666667,1,2,1.833333333,0,4,2,0,10,3.666666667,0,0,0,10.73,25.786875,18.31510417,2,3,2.5,32.065,63.546,45.2385,1,1.4,1.191666667,4.475390832
Cu1Ga1S2,122,9.96,70.8,Cu1 Ga1 S2,4.277152732,19.15928491,0.363875104,717.87,1778.185,3200,7.11,12.4925,15.53,5.999301,8.61142525,10.36001,2.491514711,0.575711922,16,31,23,64,88,78.5,302.91,1357.77,609.35,11,16,14,3,4,3.5,105,132,116,1.81,2.58,2.2175,1,2,1.75,0,4,2.25,0,10,5,0,0,0,11.07,25.786875,20.3753125,2,3,2.25,32.065,69.723,49.34975,1,1.35,1.1625,4.08118094
Cu1Ga1Se2,122,5.82,57.6,Cu1 Ga1 Se2,5.349923381,22.5952166,0.356823526,958,1898.25,3200,7.11,12.9375,16.42,5.999301,8.30761525,9.75239,2.632382976,0.58521669,29,34,32,64,89,79,302.91,1357.77,662.17,11,16,14,4,4,4,120,132,123.5,1.81,2.55,2.2025,1,2,1.75,0,4,2.25,10,10,10,0,0,0,11.07,25.92,20.441875,2,3,2.25,63.546,78.96,72.79725,1.15,1.35,1.2375,3.390546368
Cu1Ga1Te2,122,3.92,45.4,Cu1 Ga1 Te2,5.73032279,28.14274057,0.37751163,1261,2049.75,3200,7.11,14.9575,20.46,5.999301,7.93622025,9.0096,2.832749094,0.585220105,29,52,41,64,90,79.5,302.91,1357.77,776.5,11,16,14,4,5,4.5,122,138,132.5,1.81,2.1,1.9775,1,2,1.75,0,4,2.25,10,10,10,0,0,0,11.07,34.76333333,24.86354167,2,3,2.25,63.546,127.6,97.11725,1.3,1.4,1.3625,3.077014783
Cu1Ga3K2Se6,15,2.2,49.4,Cu1 Ga3 K2 Se6,4.169716117,27.36795844,0.503455362,958,1536.916667,3200,7.11,19.40916667,45.94,4.3406633,7.743329133,9.75239,2.943970844,0.625989014,19,34,30.33333333,3,89,68.83333333,302.91,1357.77,491.9633333,1,16,12.33333333,4,4,4,120,203,135.3333333,0.82,2.55,2.0225,1,2,1.75,0,4,2.25,0,10,8.333333333,0,0,0,11.07,73.10666667,30.78131944,1,3,1.916666667,39.0983,78.96,68.72263333,1.15,2.2,1.379166667,3.282398401
Cu1Ge1La3S7,173,2.54,57.4,Cu1 Ge1 La3 S7,4.687889939,22.9462218,0.512019021,717.87,1878.924167,3743,7.11,16.385,22.39,5.5769,8.739715,10.36001,2.986004766,0.786782991,16,57,28.66666667,13,88,66.5,388.36,1357.77,738.8908333,3,16,12.16666667,3,6,3.916666667,105,207,134,1.1,2.58,2.105833333,1,2,1.916666667,0,4,2.5,0,10,1.916666667,0,0,0,11.07,36.8975,27.10630208,2,3,2.333333333,32.065,138.90547,64.77978417,1,1.95,1.2875,5.506836025
Cu1Ge1S7Y3,173,3,56.2,Cu1 Ge1 S7 Y3,4.220306043,20.57025743,0.490578168,717.87,1845.424167,3609,7.11,15.7575,19.88,6.2173,8.899815,10.36001,2.898575297,0.746094613,16,39,24.16666667,12,88,66.25,388.36,1799,890.3908333,3,16,12.16666667,3,5,3.666666667,105,190,129.75,1.22,2.58,2.135833333,1,2,1.916666667,0,4,2.5,0,10,1.916666667,0,0,0,11.07,32.365,25.97317708,2,3,2.333333333,32.065,88.90585,52.27987917,1,1.8,1.25,5.38685162
Cu1Hf1K1S3,63,1.53,33.6,Cu1 Hf1 K1 S3,4.809673962,21.71214544,0.637685597,717.87,1876.935,4876,7.11,18.84666667,45.94,4.3406633,8.32869055,10.36001,2.904427388,0.805447522,16,72,28,3,88,62.66666667,336.53,2506,894.23,1,16,10.66666667,3,6,3.833333333,105,203,137.5,0.82,2.58,1.96,1,2,1.666666667,0,4,2,0,10,2,0,14,2.333333333,11.07,73.10666667,30.62288194,1,3,2.166666667,32.065,178.49,62.88821667,1,2.2,1.35,5.086241895
Cu1Hf1Na1Se3,62,1.18,27.5,Cu1 Hf1 Na1 Se3,6.138659889,22.62801525,0.511500371,958,2017.666667,4876,7.11,15.59833333,23.78,5.139076,8.157949333,9.75239,2.979089572,0.790209511,11,72,35.66666667,2,89,63,370.87,2506,952.7733333,1,16,10.66666667,3,6,4.166666667,120,175,138.8333333,0.93,2.55,1.963333333,1,2,1.666666667,0,4,2,0,10,7,0,14,2.333333333,11.07,29.24333333,23.37888889,1,3,2.166666667,22.98976928,178.49,83.65096155,1.15,1.8,1.358333333,4.310177833
Cu1Hf2Na1Se5,63,1.03,22.6,Cu1 Hf2 Na1 Se5,6.459073785,23.94660651,0.45371872,958,2099.777778,4876,7.11,15.54111111,23.78,5.139076,8.364171778,9.75239,3.021584226,0.820866769,11,72,39.33333333,2,89,66.77777778,370.87,2506,1023.404444,1,16,11.11111111,3,6,4.333333333,120,175,138.6666667,0.93,2.55,2.02,1,2,1.777777778,0,4,2.222222222,0,10,7.111111111,0,14,3.111111111,11.07,29.24333333,23.81259259,1,3,2.222222222,22.98976928,178.49,93.14619659,1.15,1.8,1.333333333,4.68246949
Cu1In1La2Se5,62,1.81,58.3,Cu1 In1 La2 Se5,6.330307328,24.80267737,0.53702253,958,1980.111111,3743,7.11,16.63888889,22.39,5.5769,8.158721111,9.75239,3.069254714,0.771122154,29,57,40.22222222,13,89,67.77777778,429.75,1357.77,738.1688889,3,16,12.22222222,4,6,4.555555556,120,207,143.1111111,1.1,2.55,2.07,1,2,1.888888889,0,4,2.333333333,1,10,8,0,0,0,11.07,36.8975,26.525,2,3,2.333333333,63.546,138.90547,94.55277111,1.15,1.95,1.394444444,4.430879045
Cu1In1O8W2,15,6.72,98.5,Cu1 In1 O8 W2,7.617919842,12.24381073,0.365863387,90.2,1493.55,5828,7.11,15.0575,17.36,5.78636,11.51543333,13.61805,2.366064819,0.800827412,8,74,24.16666667,51,87,78.08333333,54.8,3695,801.3266667,6,16,13.66666667,2,6,3.083333333,66,162,93.83333333,1.78,3.44,2.993333333,1,2,1.916666667,0,4,2.75,0,10,2.333333333,0,14,2.333333333,9.105,24.26,11.68916667,2,3,2.25,15.9994,183.84,56.16993333,0.6,1.55,0.866666667,6.062785197
Cu1In1S2,122,7.67,62.3,Cu1 In1 S2,4.630719679,21.73910257,0.394244727,717.87,1745.185,3200,7.11,13.4825,15.76,5.78636,8.55819,10.36001,2.601977873,0.584897049,16,49,27.5,64,88,78.75,388.36,1357.77,641.06,11,16,14,3,5,3.75,105,142,121,1.78,2.58,2.21,1,2,1.75,0,4,2.25,0,10,5,0,0,0,11.07,25.786875,21.7259375,2,3,2.25,32.065,114.818,60.6235,1,1.55,1.225,3.906952756
Cu1In1Se2,122,4.73,50.8,Cu1 In1 Se2,5.476085361,25.49324393,0.378980589,958,1865.25,3200,7.11,13.9275,16.42,5.78636,8.25438,9.75239,2.744389917,0.585397844,29,49,36.5,64,89,79.25,429.75,1357.77,693.88,11,16,14,4,5,4.25,120,142,128.5,1.78,2.55,2.195,1,2,1.75,0,4,2.25,10,10,10,0,0,0,11.07,25.92,21.7925,2,3,2.25,63.546,114.818,84.071,1.15,1.55,1.3,3.269716474
Cu1In1Te2,122,4.63,49.2,Cu1 In1 Te2,5.77989482,31.14027081,0.392519117,1261,2016.75,3200,7.11,15.9475,20.46,5.78636,7.882985,9.0096,2.935388742,0.585708972,29,52,45.5,64,90,79.75,429.75,1357.77,808.21,11,16,14,4,5,4.75,132,142,137.5,1.78,2.1,1.97,1,2,1.75,0,4,2.25,10,10,10,0,0,0,11.07,34.76333333,26.21416667,2,3,2.25,63.546,127.6,108.391,1.35,1.55,1.425,2.987107199
Cu1In3K2Se6,15,1.17,21.6,Cu1 In3 K2 Se6,4.351386865,30.52753613,0.503725067,958,1503.916667,3200,7.11,20.39916667,45.94,4.3406633,7.690093883,9.75239,3.072923153,0.622770571,19,49,34.83333333,3,89,69.08333333,336.53,1357.77,523.6733333,1,16,12.33333333,4,5,4.25,120,203,140.3333333,0.82,2.55,2.015,1,2,1.75,0,4,2.25,0,10,8.333333333,0,0,0,11.07,73.10666667,32.13194444,1,3,1.916666667,39.0983,114.818,79.99638333,1.15,2.2,1.441666667,3.148180193
Cu1K1Na2O2,107,3.51,38.1,Cu1 K1 Na2 O2,2.843575562,17.5794489,1.000939978,90.2,1120.733333,3200,7.11,22.555,45.94,4.3406633,8.263549217,13.61805,2.634126855,0.792250117,8,29,14.33333333,2,87,40.83333333,54.8,1357.77,424.2733333,1,16,7.666666667,2,4,3,66,203,133.1666667,0.82,3.44,1.91,1,2,1.333333333,0,4,1.333333333,0,10,1.666666667,0,0,0,9.105,73.10666667,26.81222222,1,3,1.666666667,15.9994,63.546,30.10377309,0.6,2.2,1.391666667,3.582987238
Cu1K1Pd1Se5,11,1.03,19.6,Cu1 K1 Pd1 Se5,4.867372794,25.75157851,0.476938747,958,1532.25,3236,7.11,17.96375,45.94,4.3406633,8.645736663,9.75239,2.984065709,0.666176989,19,46,33,3,89,71.75,336.53,1828.05,749.04375,1,16,12.75,4,5,4.125,120,203,134.25,0.82,2.55,2.20875,0,2,1.5,0,4,2.5,0,10,8.75,0,0,0,11.07,73.10666667,28.52333333,1,3,2.125,39.0983,106.42,75.4830375,1.15,2.2,1.3375,3.137841129
Cu1K1S1,33,1.69,16.7,Cu1 K1 S1,2.494129832,29.89553744,0.658928033,717.87,1649.956667,3200,7.11,22.86,45.94,4.3406633,7.475684433,10.36001,3.051889059,0.731824558,16,29,21.33333333,3,88,51.66666667,336.53,1357.77,694.22,1,16,9.333333333,3,4,3.666666667,105,203,146.6666667,0.82,2.58,1.766666667,1,2,1.333333333,0,4,1.333333333,0,10,3.333333333,0,0,0,11.07,73.10666667,36.65451389,1,3,2,32.065,63.546,44.9031,1,2.2,1.516666667,3.525178813
Cu1K1S3Zr1,63,1.79,32.9,Cu1 K1 S3 Zr1,3.635425811,22.08184435,0.62700933,717.87,1844.601667,4682,7.11,18.94333333,45.94,4.3406633,8.296828883,10.36001,2.916726317,0.762537063,16,40,22.66666667,3,88,62.5,336.53,2128,831.23,1,16,10.66666667,3,5,3.666666667,105,203,137.5,0.82,2.58,1.965,1,2,1.666666667,0,4,2,0,10,2,0,0,0,11.07,73.10666667,30.78871528,1,3,2.166666667,32.065,91.224,48.34388333,1,2.2,1.35,5.025039444
Cu1K1S4Y2,63,2.67,49.5,Cu1 K1 S4 Y2,3.67936819,23.05724958,0.6533815,717.87,1790.185,3609,7.11,19.36625,45.94,4.3406633,8.242710413,10.36001,2.921976157,0.827511449,16,39,23.75,3,88,55.375,336.53,1799,855.7175,1,16,10.25,3,5,3.75,105,203,141.875,0.82,2.58,1.935,1,2,1.75,0,4,2,0,10,1.5,0,0,0,11.07,73.10666667,31.50677083,1,3,2.25,32.065,88.90585,51.0895,1,2.2,1.39375,5.234887139
Cu1K1Se1,194,1.27,30.6,Cu1 K1 Se1,4.03755472,24.89634244,0.820453302,958,1730,3200,7.11,23.15666667,45.94,4.3406633,7.273144433,9.75239,3.072675021,0.954364987,19,34,27.33333333,3,89,52,336.53,1357.77,729.4333333,1,16,9.333333333,4,4,4,120,203,151.6666667,0.82,2.55,1.756666667,1,2,1.333333333,0,4,1.333333333,0,10,6.666666667,0,0,0,11.07,73.10666667,36.69888889,1,3,2,39.0983,78.96,60.53476667,1.15,2.2,1.566666667,3.04958196
Cu1K1Se3Zr1,63,1.31,28,Cu1 K1 Se3 Zr1,4.780797873,24.9356697,0.59899897,958,1964.666667,4682,7.11,19.38833333,45.94,4.3406633,7.993018883,9.75239,3.054629947,0.772064465,19,40,31.66666667,3,89,63,336.53,2128,884.05,1,16,10.66666667,4,5,4.166666667,120,203,145,0.82,2.55,1.95,1,2,1.666666667,0,4,2,0,10,7,0,0,0,11.07,73.10666667,30.85527778,1,3,2.166666667,39.0983,91.224,71.79138333,1.15,2.2,1.425,4.288446453
Cu1K1Te1,194,0.99,24.3,Cu1 K1 Te1,4.34535729,29.32859368,0.754693228,1032,1831,3200,7.11,24.50333333,45.94,4.3406633,7.025547767,9.0096,3.251634941,0.865133816,19,52,33.33333333,3,90,52.33333333,336.53,1357.77,805.6533333,1,16,9.333333333,4,5,4.333333333,132,203,157.6666667,0.82,2.1,1.606666667,1,2,1.333333333,0,4,1.333333333,0,10,6.666666667,0,0,0,11.07,73.10666667,39.64666667,1,3,2,39.0983,127.6,76.7481,1.35,2.2,1.65,2.879018357
Cu1K2Nb1S4,70,1.19,15.7,Cu1 K2 Nb1 S4,2.752204911,27.37007955,0.589309952,717.87,1644.06,5017,7.11,21.4925,45.94,4.3406633,8.075824575,10.36001,3.06272113,0.768406845,16,41,21.5,3,88,58.625,336.53,2750,791.78375,1,16,10.25,3,5,3.625,105,203,140.25,0.82,2.58,1.9325,1,2,1.5,0,4,2,0,10,1.75,0,0,0,11.07,73.10666667,34.82635417,1,3,2,32.065,92.90638,45.3636225,1,2.2,1.4,4.531785925
