formula,sg,kL,bulkmod,composition,density,vpa,packing fraction,PymatgenData minimum boiling_point,PymatgenData mean boiling_point,PymatgenData maximum boiling_point,PymatgenData minimum molar_volume,PymatgenData mean molar_volume,PymatgenData maximum molar_volume,MagpieData minimum FirstIonizationEnergy,MagpieData mean FirstIonizationEnergy,MagpieData maximum FirstIonizationEnergy,holder_mean::0 Average bond length,holder_mean::0 Average bond angle,MagpieData minimum Number,MagpieData maximum Number,MagpieData mean Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData mean MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData mean Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData mean Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData mean CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData mean Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData mean NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData mean NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData mean NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData mean NfValence,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData mean GSvolume_pa,PymatgenData minimum block,PymatgenData maximum block,PymatgenData mean block,PymatgenData minimum atomic_mass,PymatgenData maximum atomic_mass,PymatgenData mean atomic_mass,PymatgenData minimum atomic_radius,PymatgenData maximum atomic_radius,PymatgenData mean atomic_radius,cohesive energy (MP)
Cu1K2Nb1Se4,70,0.92,14.6,Cu1 K2 Nb1 Se4,3.76775267,30.32671386,0.567828694,958,1764.125,5017,7.11,21.9375,45.94,4.3406633,7.772014575,9.75239,3.188357559,0.774658298,19,41,30.5,3,89,59.125,336.53,2750,844.60375,1,16,10.25,4,5,4.125,120,203,147.75,0.82,2.55,1.9175,1,2,1.5,0,4,2,0,10,6.75,0,0,0,11.07,73.10666667,34.89291667,1,3,2,39.0983,92.90638,68.8111225,1.15,2.2,1.475,3.831066203
Cu1K2Se4V1,70,1,15.6,Cu1 K2 Se4 V1,3.693888575,28.57504081,0.59185817,958,1597,3680,7.11,21.62375,45.94,4.3406633,7.770432075,9.75239,3.113565291,0.769293429,19,34,28.25,3,89,59,336.53,2183,773.72875,1,16,10.25,4,4,4,120,203,146.375,0.82,2.55,1.92125,1,2,1.625,0,4,2,0,10,6.625,0,0,0,11.07,73.10666667,34.24666667,1,3,2,39.0983,78.96,63.5655125,1.15,2.2,1.4625,3.604683548
Cu1La1Se2,14,1.49,39.1,Cu1 La1 Se2,6.367859806,23.49340762,0.575763677,958,2214.75,3743,7.11,15.585,22.39,5.5769,8.202015,9.75239,3.019288217,0.72569289,29,57,38.5,13,89,63.75,494,1357.77,884.6925,3,16,11.5,4,6,4.5,120,207,144.75,1.1,2.55,2.025,1,2,1.75,0,4,2,1,10,7.75,0,0,0,11.07,36.8975,24.951875,2,3,2.5,63.546,138.90547,90.0928675,1.15,1.95,1.4,4.638628464
Cu1La2S4,14,2.39,55.6,Cu1 La2 S4,5.031039822,22.14303043,0.575349478,717.87,1936.782857,3743,7.11,16.28714286,22.39,5.5769,8.617174286,10.36001,2.991149449,0.766383959,16,57,29.57142857,13,88,63.14285714,388.36,1357.77,756.7442857,3,16,11.57142857,3,6,4,105,207,138,1.1,2.58,2.06,1,2,1.857142857,0,4,2.285714286,0,10,1.714285714,0,0,0,11.07,36.8975,26.85892857,2,3,2.428571429,32.065,138.90547,67.08813429,1,1.95,1.321428571,5.591368806
Cu1La3S7Si1,173,2.71,59.4,Cu1 La3 S7 Si1,4.470127895,22.68480695,0.508346377,717.87,1885.590833,3743,7.11,16.25416667,22.39,5.5769,8.760735833,10.36001,2.962933179,0.776484013,14,57,27.16666667,13,88,66.41666667,388.36,1687,778.5241667,3,16,12.16666667,3,6,3.833333333,105,207,133.25,1.1,2.58,2.096666667,1,2,1.916666667,0,4,2.5,0,10,1.083333333,0,0,0,11.07,36.8975,26.89255208,2,3,2.333333333,28.0855,138.90547,61.06690917,1,1.95,1.275,5.66813066
Cu1La3S7Sn1,173,2.28,48.2,Cu1 La3 S7 Sn1,4.823287466,23.62381454,0.513520103,717.87,1860.7575,3743,7.11,16.60666667,22.39,5.5769,8.6934225,10.36001,3.036829921,0.750284683,16,57,30.16666667,13,88,66.58333333,388.36,1357.77,680.0308333,3,16,12.16666667,3,6,4,105,207,135.5833333,1.1,2.58,2.101666667,1,2,1.916666667,0,4,2.5,0,10,1.916666667,0,0,0,11.07,36.8975,27.96296875,2,3,2.333333333,32.065,138.90547,68.61895083,1,1.95,1.304166667,5.444730376
Cu1La3Se7Si1,173,2.12,49.6,Cu1 La3 Se7 Si1,5.683428255,25.83453504,0.495634125,958,2025.666667,3743,7.11,16.77333333,22.39,5.5769,8.406290833,9.75239,3.107799467,0.787671274,14,57,37.66666667,13,89,67,494,1687,840.1475,3,16,12.16666667,3,6,4.416666667,111,207,142,1.1,2.55,2.079166667,1,2,1.916666667,0,4,2.5,0,10,6.916666667,0,0,0,11.07,36.8975,26.97020833,2,3,2.333333333,28.0855,138.90547,88.42232583,1.1,1.95,1.3625,4.792222718
Cu1La3Se7Sn1,173,1.82,44,Cu1 La3 Se7 Sn1,5.944822733,26.80806372,0.500000355,958,2000.833333,3743,7.11,17.12583333,22.39,5.5769,8.3389775,9.75239,3.180797588,0.756169022,29,57,40.66666667,13,89,67.16666667,494,1357.77,741.6541667,3,16,12.16666667,4,6,4.583333333,120,207,144.3333333,1.1,2.55,2.084166667,1,2,1.916666667,0,4,2.5,1,10,7.75,0,0,0,11.07,36.8975,28.040625,2,3,2.333333333,63.546,138.90547,95.9743675,1.15,1.95,1.391666667,4.626590943
Cu1Na1S3Ti1,62,2.4,42.2,Cu1 Na1 S3 Ti1,3.433957636,18.58480531,0.52727151,717.87,1678.268333,3560,7.11,14.68666667,23.78,5.139076,8.462267667,10.36001,2.785886725,0.792838141,11,29,18.33333333,2,88,62.16666667,370.87,1941,805.7866667,1,16,10.66666667,3,4,3.333333333,105,166,128.8333333,0.93,2.58,2.018333333,1,2,1.666666667,0,4,2,0,10,2,0,0,0,11.07,29.24333333,22.39399306,1,3,2.166666667,22.98976928,63.546,38.43296155,1,1.8,1.258333333,4.718710332
Cu1Na1S3Zr1,63,2.33,40.3,Cu1 Na1 S3 Zr1,3.813223852,19.88311442,0.527247389,717.87,1865.268333,4682,7.11,15.25,23.78,5.139076,8.429897667,10.36001,2.848599041,0.787523004,11,40,21.33333333,2,88,62.33333333,370.87,2128,836.9533333,1,16,10.66666667,3,5,3.5,105,175,131.3333333,0.93,2.58,1.983333333,1,2,1.666666667,0,4,2,0,10,2,0,0,0,11.07,29.24333333,23.47815972,1,3,2.166666667,22.98976928,91.224,45.65912821,1,1.8,1.283333333,4.992331187
Cu1Na1Se1,129,1.47,39.7,Cu1 Na1 Se1,4.784688684,19.1452505,0.715680467,958,1771.333333,3200,7.11,15.77,23.78,5.139076,7.539282,9.75239,2.914793377,0.957393535,11,34,24.66666667,2,89,51.66666667,370.87,1357.77,740.88,1,16,9.333333333,3,4,3.666666667,120,166,139.3333333,0.93,2.55,1.793333333,1,2,1.333333333,0,4,1.333333333,0,10,6.666666667,0,0,0,11.07,29.24333333,22.07777778,1,3,2,22.98976928,78.96,55.16525643,1.15,1.8,1.433333333,3.031420588
Cu1Na1Se3Zr1,62,1.32,27.1,Cu1 Na1 Se3 Zr1,5.001285943,22.94495,0.504435102,958,1985.333333,4682,7.11,15.695,23.78,5.139076,8.126087667,9.75239,2.99148078,0.79062673,11,40,30.33333333,2,89,62.83333333,370.87,2128,889.7733333,1,16,10.66666667,3,5,4,120,175,138.8333333,0.93,2.55,1.968333333,1,2,1.666666667,0,4,2,0,10,7,0,0,0,11.07,29.24333333,23.54472222,1,3,2.166666667,22.98976928,91.224,69.10662821,1.15,1.8,1.358333333,4.267755618
Cu1Na1Te3Zr1,62,1.04,22.5,Cu1 Na1 Te3 Zr1,5.553730411,27.93411897,0.506045858,1156,2136.833333,4682,7.11,17.715,23.78,5.139076,7.754692667,9.0096,3.202623846,0.795555549,11,52,39.33333333,2,90,63.33333333,370.87,2128,1004.103333,1,16,10.66666667,3,5,4.5,132,175,147.8333333,0.93,2.1,1.743333333,1,2,1.666666667,0,4,2,0,10,7,0,0,0,11.07,34.76333333,27.96638889,1,3,2.166666667,22.98976928,127.6,93.42662821,1.35,1.8,1.483333333,3.817097092
Cu1Na3Se4Sn1,14,1.38,24.9,Cu1 Na3 Se4 Sn1,4.017586226,26.04200754,0.519867857,958,1486.111111,3200,7.11,17.82444444,23.78,5.139076,7.721898667,9.75239,3.034760783,0.677940657,11,50,27.55555556,2,89,56.22222222,370.87,1357.77,550.1622222,1,16,10.22222222,3,5,3.777777778,120,166,138.7777778,0.93,2.55,1.872222222,1,2,1.555555556,0,4,2,0,10,6.666666667,0,0,0,11.07,33.285,26.19611111,1,3,1.777777778,22.98976928,118.71,63.00725643,1.15,1.8,1.422222222,3.050378413
Cu1Nb1Rb2S4,70,1.02,14.4,Cu1 Nb1 Rb2 S4,3.207492581,29.48647784,0.629756452,717.87,1626.31,5017,7.11,23.9475,55.76,4.177128,8.03494075,10.36001,3.110983284,0.759172189,16,41,26,4,88,58.875,312.46,2750,785.76625,1,16,10.25,3,5,3.875,105,220,144.5,0.82,2.58,1.9325,1,2,1.5,0,4,2,0,10,1.75,0,0,0,11.07,90.7225,39.2303125,1,3,2,32.065,92.90638,56.9559975,1,2.35,1.4375,4.526460118
Cu1Nb1Rb2Se4,70,0.82,13.2,Cu1 Nb1 Rb2 Se4,4.098099135,32.5792872,0.603457577,958,1746.375,5017,7.11,24.3925,55.76,4.177128,7.73113075,9.75239,3.237507943,0.766098791,29,41,35,4,89,59.375,312.46,2750,838.58625,1,16,10.25,4,5,4.375,120,220,152,0.82,2.55,1.9175,1,2,1.5,0,4,2,0,10,6.75,0,0,0,11.07,90.7225,39.296875,1,3,2,63.546,92.90638,80.4034975,1.15,2.35,1.5125,3.82665494
Cu1O2Rb3,14,1.53,23.7,Cu1 O2 Rb3,3.939342368,24.72594327,1.180948132,90.2,1043.9,3200,7.11,34.85166667,55.76,4.177128,7.915644,13.61805,2.958321843,0.806104746,8,37,26,4,87,41.66666667,54.8,1357.77,400.7916667,1,16,7.666666667,2,5,3.833333333,66,220,154,0.82,3.44,1.873333333,1,2,1.333333333,0,4,1.333333333,0,10,1.666666667,0,0,0,9.105,90.7225,50.24125,1,3,1.666666667,15.9994,85.4678,58.65803333,0.6,2.35,1.6,3.360975861
Cu1Pd1Rb1Se5,11,0.94,18.3,Cu1 Pd1 Rb1 Se5,5.030435548,26.83014763,0.503234103,958,1523.375,3236,7.11,19.19125,55.76,4.177128,8.62529475,9.75239,3.007998994,0.663345836,29,46,35.25,4,89,71.875,312.46,1828.05,746.035,1,16,12.75,4,5,4.25,120,220,136.375,0.82,2.55,2.20875,0,2,1.5,0,4,2.5,0,10,8.75,0,0,0,11.07,90.7225,30.7253125,1,3,2.125,63.546,106.42,81.279225,1.15,2.35,1.35625,3.131282974
Cu1Rb1Se4,19,0.74,10.6,Cu1 Rb1 Se4,4.442215425,28.9610709,0.518800426,958,1332.166667,3200,7.11,21.425,55.76,4.177128,8.485511333,9.75239,3.108720009,0.67380618,29,37,33.66666667,4,89,70.66666667,312.46,1357.77,607.705,1,16,12.66666667,4,5,4.166666667,120,220,138.6666667,0.82,2.55,2.153333333,1,2,1.666666667,0,4,2.666666667,0,10,8.333333333,0,0,0,11.07,90.7225,34.24541667,1,3,2,63.546,85.4678,77.47563333,1.15,2.35,1.383333333,2.941103203
Cu1Rb2S4V1,70,1.09,15.8,Cu1 Rb2 S4 V1,3.093009669,27.76167157,0.657787938,717.87,1459.185,3680,7.11,23.63375,55.76,4.177128,8.03335825,10.36001,3.02911926,0.751412225,16,37,23.75,4,88,58.75,312.46,2183,714.89125,1,16,10.25,3,5,3.75,105,220,143.125,0.82,2.58,1.93625,1,2,1.625,0,4,2,0,10,1.625,0,0,0,11.07,90.7225,38.5840625,1,3,2,32.065,85.4678,51.7103875,1,2.35,1.425,4.296833083
Cu1S2Sc1,156,11.5,75.2,Cu1 S2 Sc1,3.911385051,18.3222842,0.489033728,717.87,1934.685,3200,7.11,13.2925,15.53,6.56149,8.7519725,10.36001,2.615638835,0.763918441,16,29,20.5,11,88,62.75,388.36,1814,987.1225,3,16,11.5,3,4,3.5,105,170,128,1.36,2.58,2.105,1,2,1.75,0,4,2,0,10,2.75,0,0,0,11.07,25.786875,21.2196875,2,3,2.5,32.065,63.546,43.157978,1,1.6,1.2375,5.20101764
Cu1S2Y1,19,2.54,44.2,Cu1 S2 Y1,4.296364952,20.9271458,0.515032007,717.87,2061.185,3609,7.11,14.5125,19.88,6.2173,8.665925,10.36001,2.776841652,0.734840841,16,39,25,12,88,63,388.36,1799,983.3725,3,16,11.5,3,5,3.75,105,190,133,1.22,2.58,2.07,1,2,1.75,0,4,2,0,10,2.75,0,0,0,11.07,32.365,23.7521875,2,3,2.5,32.065,88.90585,54.1454625,1,1.8,1.2875,5.274591716
Cu1S7Si1Y3,173,3.69,64.7,Cu1 S7 Si1 Y3,3.97459143,20.29074163,0.486633598,717.87,1852.090833,3609,7.11,15.62666667,19.88,6.2173,8.920835833,10.36001,2.873724927,0.790981834,14,39,22.66666667,12,88,66.16666667,388.36,1799,930.0241667,3,16,12.16666667,3,5,3.583333333,105,190,129,1.22,2.58,2.126666667,1,2,1.916666667,0,4,2.5,0,10,1.083333333,0,0,0,11.07,32.365,25.75942708,2,3,2.333333333,28.0855,88.90585,48.56700417,1,1.8,1.2375,5.547112832
Cu1S7Sn1Y3,173,3.3,54.5,Cu1 S7 Sn1 Y3,4.308324848,21.62972182,0.48422818,717.87,1827.2575,3609,7.11,15.97916667,19.88,6.2173,8.8535225,10.36001,2.96351092,0.820257952,16,50,25.66666667,12,88,66.33333333,388.36,1799,831.5308333,3,16,12.16666667,3,5,3.75,105,190,131.3333333,1.22,2.58,2.131666667,1,2,1.916666667,0,4,2.5,0,10,1.916666667,0,0,0,11.07,33.285,26.82984375,2,3,2.333333333,32.065,118.71,56.11904583,1,1.8,1.266666667,5.321179844
Cu1Se7Si1Y3,173,2.34,52.9,Cu1 Se7 Si1 Y3,5.390983812,23.38574001,0.476653479,958,1992.166667,3609,7.11,16.14583333,19.88,6.2173,8.566390833,9.75239,3.025411273,0.749667633,14,39,33.16666667,12,89,66.75,494,1799,991.6475,3,16,12.16666667,3,5,4.166666667,111,190,137.75,1.22,2.55,2.109166667,1,2,1.916666667,0,4,2.5,0,10,6.916666667,0,0,0,11.07,32.365,25.83708333,2,3,2.333333333,28.0855,88.90585,75.92242083,1.1,1.8,1.325,4.650413482
Cu2Fe1Ge1S4,121,9.59,68.3,Cu2 Fe1 Ge1 S4,4.272833284,18.64618543,0.382400073,717.87,1937.31,3200,7.09,12.1325,15.53,7.72638,9.08682875,10.36001,2.4697498,0.575642148,16,32,22.5,55,88,76.75,388.36,1811,911.4225,8,16,13.5,3,4,3.5,105,132,117,1.83,2.58,2.245,1,2,1.75,0,4,2.25,0,10,4.5,0,0,0,10.73,25.786875,19.8778125,2,3,2.375,32.065,72.64,47.979625,1,1.4,1.16875,4.258475604
Cu2Fe1Ge1Se4,121,5.68,56.4,Cu2 Fe1 Ge1 Se4,5.340237429,22.2101607,0.370155842,958,2057.375,3200,7.09,12.5775,16.42,7.72638,8.78301875,9.75239,2.617780616,0.574243229,26,34,31.5,55,89,77.25,494,1811,964.2425,8,16,13.5,4,4,4,120,132,124.5,1.83,2.55,2.23,1,2,1.75,0,4,2.25,6,10,9.5,0,0,0,10.73,25.92,19.944375,2,3,2.375,55.845,78.96,71.427125,1.15,1.4,1.24375,3.560844578
Cu2Fe1S4Sn1,121,7.9,62.2,Cu2 Fe1 S4 Sn1,4.45529184,20.02891713,0.384639124,717.87,1910.06,3200,7.09,12.465,16.29,7.34392,9.01739,10.36001,2.53292683,0.598912376,16,50,24.75,55,88,76.875,388.36,1811,823.1325,8,16,13.5,3,5,3.625,105,139,119.375,1.83,2.58,2.23875,1,2,1.75,0,4,2.25,0,10,4.5,0,0,0,10.73,33.285,21.1628125,2,3,2.375,32.065,118.71,53.738375,1,1.45,1.19375,4.190195051
Cu2Fe1Se4Si1,121,6.43,59,Cu2 Fe1 Se4 Si1,5.077729716,21.53707988,0.366599227,958,2067.375,3200,7.09,12.38125,16.42,7.72638,8.81455,9.75239,2.591088236,0.582043953,14,34,29.25,55,89,77.125,494,1811,1023.6925,8,16,13.5,3,4,3.875,111,132,123.375,1.83,2.55,2.21625,1,2,1.75,0,4,2.25,0,10,8.25,0,0,0,10.73,25.92,19.62375,2,3,2.375,28.0855,78.96,65.8578125,1.1,1.4,1.225,3.693416236
Cu2Fe1Se4Sn1,121,5.15,53.2,Cu2 Fe1 Se4 Sn1,5.440950987,23.55657331,0.373349004,958,2030.125,3200,7.09,12.91,16.42,7.34392,8.71358,9.75239,2.674951799,0.599222449,26,50,33.75,55,89,77.375,494,1811,875.9525,8,16,13.5,4,5,4.125,120,139,126.875,1.83,2.55,2.22375,1,2,1.75,0,4,2.25,6,10,9.5,0,0,0,10.73,33.285,21.229375,2,3,2.375,55.845,118.71,77.185875,1.15,1.45,1.26875,3.515900301
Cu2Ge1Hg1S4,31,5.01,61.9,Cu2 Ge1 Hg1 S4,5.354201903,20.49164088,0.364084728,629.88,1624.295,3200,7.11,13.0075,15.53,7.72638,9.40371625,10.4375,2.560138904,0.569153931,16,80,29.25,64,88,78.75,234.32,1357.77,714.3375,11,16,14,3,6,3.75,105,132,117,1.9,2.58,2.26625,1,2,1.75,0,4,2.25,0,10,5,0,14,1.75,11.07,25.786875,21.69126078,2,3,2.375,32.065,200.59,66.07275,1,1.5,1.18125,3.602836256
Cu2Ge1Mn1S4,31,5.26,61.6,Cu2 Ge1 Mn1 S4,4.126748134,19.26063449,0.37020082,717.87,1837.31,3200,7.11,12.165,15.53,7.43402,9.02828125,10.36001,2.495174038,0.601978197,16,32,22.375,52,88,76.375,388.36,1519,874.9225,7,16,13.375,3,4,3.5,105,139,117.875,1.55,2.58,2.21,1,2,1.75,0,4,2.25,0,10,4.375,0,0,0,10.48758621,25.786875,19.84751078,2,3,2.375,32.065,72.64,47.86625563,1,1.4,1.16875,4.176198951
Cu2Ge1S3,9,6.49,66.9,Cu2 Ge1 S3,4.366734176,18.75537204,0.367535506,717.87,1941.101667,3200,7.11,12.40666667,15.53,7.72638,9.072036667,10.36001,2.475421433,0.584316809,16,32,23,64,88,78.5,388.36,1357.77,848.67,11,16,14,3,4,3.5,105,132,116.5,1.9,2.58,2.258333333,1,2,1.666666667,0,4,2.333333333,0,10,5,0,0,0,11.07,25.786875,20.41760417,2,3,2.333333333,32.065,72.64,49.32116667,1,1.35,1.158333333,4.064849795
Cu2Ge1S4Sr1,145,2.66,54.1,Cu2 Ge1 S4 Sr1,4.087151256,21.10699847,0.46820195,717.87,1752.435,3200,7.11,15.48875,33.94,5.69485,8.810885,10.36001,2.689595522,0.602442147,16,38,24,8,88,70.875,388.36,1357.77,816.2975,2,16,12.75,3,5,3.625,105,195,124.875,0.95,2.58,2.135,1,2,1.75,0,4,2.25,0,10,3.75,0,0,0,11.07,54.23,25.3153125,1,3,2.125,32.065,87.62,51.9515,1,2,1.24375,4.292315367
Cu2Ge1S4Zn1,121,9.6,69.5,Cu2 Ge1 S4 Zn1,4.288661969,19.04025469,0.366686112,717.87,1693.06,3200,7.11,12.39125,15.53,7.72638,9.273303625,10.36001,2.486662643,0.595705046,16,32,23,64,88,78.5,388.36,1357.77,771.6325,11,16,14,3,4,3.5,105,132,115.75,1.65,2.58,2.2225,1,2,1.75,0,4,2.25,0,10,5,0,0,0,11.07,25.786875,20.2815625,2,3,2.375,32.065,72.64,49.175125,1,1.35,1.1625,3.881783863
Cu2Ge1Se4Zn1,121,5.66,56.9,Cu2 Ge1 Se4 Zn1,5.347893693,22.54957052,0.357998615,958,1813.125,3200,7.11,12.83625,16.42,7.72638,8.969493625,9.75239,2.631001004,0.590385712,29,34,32,64,89,79,494,1357.77,824.4525,11,16,14,4,4,4,120,132,123.25,1.65,2.55,2.2075,1,2,1.75,0,4,2.25,10,10,10,0,0,0,11.07,25.92,20.348125,2,3,2.375,63.546,78.96,72.622625,1.15,1.35,1.2375,3.201744946
Cu2Hf1Te3,12,1.32,35.9,Cu2 Hf1 Te3,7.568477556,25.17206389,0.468062808,1261,2509.833333,4876,7.11,14.84,20.46,6.82507,8.217771667,9.0096,2.999251703,0.745586045,29,72,47.66666667,45,90,73.83333333,722.66,2506,1231.586667,4,16,12.33333333,4,6,4.833333333,132,175,142.1666667,1.3,2.1,1.9,1,2,1.666666667,0,4,2,2,10,8.666666667,0,14,2.333333333,11.07,34.76333333,24.77166667,2,3,2.5,63.546,178.49,114.7303333,1.35,1.55,1.408333333,3.988047118
Cu2Hg1S4Si1,31,4.52,64.8,Cu2 Hg1 S4 Si1,5.079368355,19.77968807,0.360721038,629.88,1634.295,3200,7.11,12.81125,15.53,7.72638,9.4352475,10.4375,2.532054429,0.601902525,14,80,27,64,88,78.625,234.32,1687,773.7875,11,16,14,3,6,3.625,105,132,115.875,1.9,2.58,2.2525,1,2,1.75,0,4,2.25,0,10,3.75,0,14,1.75,11.07,25.786875,21.37063578,2,3,2.375,28.0855,200.59,60.5034375,1,1.5,1.1625,3.809171274
Cu2Hg1S4Sn1,121,5.85,58.9,Cu2 Hg1 S4 Sn1,5.45697926,21.85806584,0.367566647,629.88,1597.045,3200,7.11,13.34,16.29,7.34392,9.3342775,10.4375,2.610203107,0.585853447,16,80,31.5,64,88,78.875,234.32,1357.77,626.0475,11,16,14,3,6,3.875,105,139,119.375,1.9,2.58,2.26,1,2,1.75,0,4,2.25,0,10,5,0,14,1.75,11.07,33.285,22.97626078,2,3,2.375,32.065,200.59,71.8315,1,1.5,1.20625,3.536839454
Cu2Hg1Se4Si1,31,3.08,53.6,Cu2 Hg1 Se4 Si1,6.017221756,23.16747114,0.355061095,629.88,1754.36,3200,7.11,13.25625,16.42,7.72638,9.1314375,10.4375,2.667340794,0.606988413,14,80,36,64,89,79.125,234.32,1687,826.6075,11,16,14,3,6,4.125,111,132,123.375,1.9,2.55,2.2375,1,2,1.75,0,4,2.25,0,10,8.75,0,14,1.75,11.07,25.92,21.43719828,2,3,2.375,28.0855,200.59,83.9509375,1.1,1.5,1.2375,3.112628702
Cu2Hg1Se4Sn1,121,3.95,49,Cu2 Hg1 Se4 Sn1,6.197905258,25.52709265,0.357471732,629.88,1717.11,3200,7.11,13.785,16.42,7.34392,9.0304675,10.4375,2.75027326,0.585046987,29,80,40.5,64,89,79.375,234.32,1357.77,678.8675,11,16,14,4,6,4.375,120,139,126.875,1.9,2.55,2.245,1,2,1.75,0,4,2.25,10,10,10,0,14,1.75,11.07,33.285,23.04282328,2,3,2.375,63.546,200.59,95.279,1.15,1.5,1.28125,2.928947499
Cu2Hg1Si1Te4,121,3.53,44.8,Cu2 Hg1 Si1 Te4,6.250802271,28.7624074,0.375058128,629.88,1905.86,3200,7.11,15.27625,20.46,7.72638,8.7600425,10.4375,2.862492378,0.566908509,14,80,45,64,90,79.625,234.32,1687,940.9375,11,16,14,3,6,4.625,111,138,132.375,1.9,2.1,2.0125,1,2,1.75,0,4,2.25,0,10,8.75,0,14,1.75,11.07,34.76333333,25.85886494,2,3,2.375,28.0855,200.59,108.2709375,1.1,1.5,1.3625,2.826120124
Cu2In2S6Si1,9,3.29,38.3,Cu2 In2 S6 Si1,4.103377232,21.23459214,0.353270362,717.87,1688.201818,3200,7.11,13.72545455,15.76,5.78636,8.848838182,10.36001,2.720259396,0.60641465,14,49,24.18181818,64,88,80.36363636,388.36,1687,690.2,11,16,14.36363636,3,5,3.545454545,105,142,117.1818182,1.78,2.58,2.249090909,1,2,1.818181818,0,4,2.545454545,0,10,3.636363636,0,0,0,11.07,25.786875,22.34738636,2,3,2.181818182,28.0855,114.818,52.47304545,1,1.55,1.172727273,4.099853626
Cu2In2Se4,1,4.7,50.6,Cu2 In2 Se4,5.476085361,25.49324393,0.378980589,958,1865.25,3200,7.11,13.9275,16.42,5.78636,8.25438,9.75239,2.744389917,0.585397844,29,49,36.5,64,89,79.25,429.75,1357.77,693.88,11,16,14,4,5,4.25,120,142,128.5,1.78,2.55,2.195,1,2,1.75,0,4,2.25,10,10,10,0,0,0,11.07,25.92,21.7925,2,3,2.25,63.546,114.818,84.071,1.15,1.55,1.3,3.269716474
Cu2K1Nb1Se4,40,0.98,15.8,Cu2 K1 Nb1 Se4,4.449125641,26.82282135,0.482177014,958,2035.125,5017,7.11,17.08375,45.94,4.3406633,8.195229163,9.75239,2.997642064,0.714890219,19,41,31.75,3,89,66.75,336.53,2750,972.25875,1,16,11.5,4,5,4.125,120,203,138.875,0.82,2.55,2.0525,1,2,1.5,0,4,2,0,10,8,0,0,0,11.07,73.10666667,27.13833333,1,3,2.25,39.0983,92.90638,71.867085,1.15,2.2,1.36875,3.950858945
Cu2K1S4V1,40,1.32,18.4,Cu2 K1 S4 V1,3.163732008,22.66060209,0.509007785,717.87,1747.935,3680,7.11,16.325,45.94,4.3406633,8.497456663,10.36001,2.799187823,0.702309975,16,29,20.5,3,88,66.125,336.53,2183,848.56375,1,16,11.5,3,4,3.5,105,203,130,0.82,2.58,2.07125,1,2,1.625,0,4,2,0,10,2.875,0,0,0,11.07,73.10666667,26.42552083,1,3,2.25,32.065,63.546,43.173975,1,2.2,1.28125,4.437108219
Cu2K1Se4V1,40,1.11,17.1,Cu2 K1 Se4 V1,4.357202286,25.38958594,0.497264546,958,1868,3680,7.11,16.77,45.94,4.3406633,8.193646663,9.75239,2.932471438,0.71010047,19,34,29.5,3,89,66.625,336.53,2183,901.38375,1,16,11.5,4,4,4,120,203,137.5,0.82,2.55,2.05625,1,2,1.625,0,4,2,0,10,7.875,0,0,0,11.07,73.10666667,26.49208333,1,3,2.25,39.0983,78.96,66.621475,1.15,2.2,1.35625,3.721633189
Cu2La6S14Si2,173,2.71,59.4,Cu2 La6 S14 Si2,4.470127895,22.68480695,0.508346377,717.87,1885.590833,3743,7.11,16.25416667,22.39,5.5769,8.760735833,10.36001,2.962933179,0.776484013,14,57,27.16666667,13,88,66.41666667,388.36,1687,778.5241667,3,16,12.16666667,3,6,3.833333333,105,207,133.25,1.1,2.58,2.096666667,1,2,1.916666667,0,4,2.5,0,10,1.083333333,0,0,0,11.07,36.8975,26.89255208,2,3,2.333333333,28.0855,138.90547,61.06690917,1,1.95,1.275,5.66813066
Cu2Mn1S4Si1,31,6.64,67.2,Cu2 Mn1 S4 Si1,3.774129718,18.60978072,0.365644222,717.87,1847.31,3200,7.11,11.96875,15.53,7.43402,9.0598125,10.36001,2.47486446,0.608452878,14,29,20.125,52,88,76.25,388.36,1687,934.3725,7,16,13.375,3,4,3.375,105,139,116.75,1.55,2.58,2.19625,1,2,1.75,0,4,2.25,0,10,3.125,0,0,0,10.48758621,25.786875,19.52688578,2,3,2.375,28.0855,63.546,42.29694313,1,1.4,1.15,4.388601595
